epoch,optimizer_step,total,classification,regression,ranking,fusion,weight_regularizer,learning_rate,loader_wait_s,validation_total,validation_classification,validation_regression,validation_ranking,validation_fusion,validation_weight_regularizer,validation_best_gain,validation_best_coverage,validation_harm_cost_fraction,validation_probability_threshold,validation_utility_threshold,validation_constraint_feasible,validation_wall_s
1,3973,0.7825691204001434,0.553100470983274,0.07571833419637919,0.08173039620528887,0.15807072688859888,0.06553058890710692,0.001994795800599443,6.560907061037142,1.31733708034288,0.9860599507756581,0.06556001747870252,0.09666163372289999,0.21525394922525903,0.29538882066462235,-0.002177397022023797,0.08998715418721534,1.1389563336664925,0.9,-0.05,False,57.91157823998947
2,7946,0.6105375170872729,0.4348607080283706,0.0360081083821768,0.06877074569459979,0.12979169643214247,0.053441857799546355,0.0019792402206962583,1.099728730157949,1.1270138449339564,0.80654746009955,0.06159746481520683,0.09843095527193531,0.21026172071022167,0.27399096662480854,-0.010990678332746029,0.2753197253920511,1.402883187150289,0.9,0.1,False,56.454116035980405
3,11919,0.5674497731725725,0.40012247432862486,0.02605864347805279,0.06278443053503527,0.12871842755165572,0.04941771416288463,0.0019535036904791262,0.9894235773826949,0.9350362988356272,0.6558154967411747,0.037352547572124764,0.09411275020603165,0.2050748663525341,0.15970736107055022,-0.008935683406889439,0.16350435706284056,1.5027628762916663,0.9,0.1,False,56.5389792190108
4,15892,0.5426809962022193,0.37990081562781824,0.022645962606422113,0.060061792000329316,0.1269385174567078,0.047515950753831034,0.001917868184759225,1.0908530119922943,1.166203640944121,0.8664766306774788,0.04115237687375615,0.10162942844214819,0.20677003317998058,0.2348671564854357,-0.01705416478216648,0.20485748156813174,1.8703203189036153,0.9,0.1,False,56.17775330200675
5,19865,0.5264921876253302,0.3664361492442584,0.02157992481843824,0.0583271857911546,0.12560034751493118,0.045419563852267454,0.0018727241335940066,1.1330564232484903,0.9964822519327405,0.6987047016218855,0.04430821855530907,0.10271382272682288,0.2089184308433403,0.20513278145568628,-0.015833942219614983,0.21934799343087127,1.783659609939935,0.9,0.1,False,56.555125373997726
6,23838,0.5136981761796091,0.3539480651245215,0.019700906463636644,0.057079967866393154,0.12667798388795307,0.04475848152089593,0.001818566144655039,1.02512863962329,0.9485233017827615,0.6605128871247017,0.04461988907169935,0.10068179653515175,0.2065641369649483,0.16982941800581297,-0.01005773525685072,0.1637847172289781,1.5354088862539814,0.9,0.1,False,56.27222204499412
7,27811,0.5001882820151298,0.3430286205699304,0.01878449768762123,0.05484410452437506,0.1254076216595607,0.043243937248731185,0.0017559875842024092,1.0264330956561025,0.8782570497780446,0.601083284999925,0.0431843807598331,0.10111837118424391,0.20560152728512332,0.12350225372905398,-0.009318850934505463,0.10736344224278466,1.658949080957794,0.9,0.1,False,56.053677976015024
8,31784,0.4952673058288316,0.3368596243668557,0.018594269745086787,0.05395766419318467,0.12722855441721395,0.041962615674909644,0.0016856740760398498,1.0064063651952893,0.9866070714175644,0.7040033735785997,0.03868078314606717,0.09473509654213737,0.20541913158373948,0.17080198325952048,-0.01395049411803484,0.14698969313854746,1.9281628885534126,0.9,0.1,False,56.0362322400033
9,35757,0.483647022776075,0.32833947534416236,0.017597250938975774,0.05261316618356097,0.1250443394274071,0.04155660245690392,0.00160839598967684,0.8983880478772335,0.9093971851518837,0.6279235794618655,0.038749383294945206,0.10092430075964483,0.20733298862118596,0.14767425092281475,-0.014953142032027245,0.20819038388799127,1.824878256753501,0.9,0.1,False,55.498896843986586
10,39730,0.47603042100610343,0.3212954336699973,0.017060071357367423,0.051016918055009,0.1254813640992343,0.039846796909027905,0.001524999999999046,0.898499261442339,0.9328156275183047,0.6426135788626737,0.044566520232471124,0.11094686139618155,0.20870634506728813,0.15737864319032432,-0.02794538252055645,0.1895089709210919,2.611327289178299,0.9,0.1,False,55.880721905006794
11,43703,0.4684702669003809,0.3165871502689524,0.01659918232823741,0.05001045258877728,0.12321539767067284,0.03932754416745404,0.0014363998109211242,1.0038673249946442,0.9273699891868918,0.6476201060965531,0.03900454639399454,0.09653040279313577,0.20680952597190974,0.14652740926496763,-0.007733295205980539,0.11191325269756026,1.5124096901631892,0.9,0.1,False,55.80580577100045
12,47676,0.46304683987564144,0.30977096987042924,0.016167008495867805,0.04914954013296415,0.12520369385262933,0.03850639793574585,0.0013435661446553754,0.9863484423258342,0.8893260010284643,0.6121549644104806,0.03826229455052587,0.1010019036819198,0.20610627791224895,0.13341567142422256,-0.014809702523052692,0.14091240315791892,1.9919490068460397,0.9,0.1,False,55.7258271239989
13,51649,0.45561968897305954,0.30436431992074237,0.01580645995689971,0.04829456724271951,0.12377816079097212,0.03750178425671501,0.0012475161062761163,1.044471017201431,0.9433167660318125,0.6446471678281631,0.04776131205294676,0.12697594350180963,0.21329218494840665,0.14876385255236652,-0.04581977054476738,0.1802341249077047,3.676389430201508,0.9,0.1,False,56.075414538994664
14,55622,0.45097367814771333,0.29908510335136684,0.01571168659252916,0.047304812929642955,0.12481770661113122,0.03694428732675417,0.0011493020401035744,0.9566956220660359,0.820074065229807,0.5584242766724798,0.036153773890408206,0.09192028422284847,0.20639178937595326,0.07100519264919676,-0.004314939957112074,0.08755212946839121,1.326996661205005,0.9,0.1,False,55.708236297999974
15,59595,0.44777622424570523,0.29753044487384805,0.015313473279526275,0.04664267253348913,0.12373457615667653,0.03596892406080521,0.001049999999999313,0.9309410444402602,0.8794293657382254,0.6049004672421187,0.03824550575619015,0.10683786708622811,0.20545331857633287,0.1162167983874976,-0.014790678396821022,0.1775972892072212,1.8551218298386611,0.9,0.1,False,56.1629137909913
16,63568,0.4385542745028969,0.2919033249184253,0.014950332868514452,0.04583122977864334,0.12064455282983876,0.03536697625813843,0.0009506979598949667,0.9601876355009153,0.8208019058294982,0.560269845975607,0.03548552818843512,0.08913367066854856,0.20453730847619567,0.07984283999918235,-0.0027335502672940493,0.08367542510214415,1.1914350825279605,0.9,0.1,False,55.826828019024106
17,67541,0.43572110368331285,0.28686058005562304,0.014560311978872515,0.04504225431739151,0.12334230281515743,0.03488730952207429,0.0008524838937224563,0.9787512909097131,0.8880015258856168,0.6123641984891446,0.03884464713952759,0.10466953588283093,0.20768111384788293,0.11183252882617101,-0.011653093621134758,0.08646452537561616,1.9273351296308419,0.9,0.1,False,56.300758389988914
18,71514,0.43143057027958726,0.28189161213116265,0.01417597677824016,0.04461828090675717,0.12437243699751327,0.03461989281071304,0.0007564338553432098,0.9824179532297421,0.838047686960749,0.5729221959854762,0.03636942302943414,0.0945857064920727,0.2044586798170883,0.09417836071995846,-0.007973126135766506,0.10688973023793152,1.5261013810602677,0.9,0.1,False,56.20143645099597
19,75487,0.42621264881633736,0.27922893844858065,0.01411584941967417,0.04432375231536709,0.12195229190002059,0.03446300846486796,0.0006636001890774788,0.9870693284610752,0.9239930719517827,0.645737865997889,0.03668785727205761,0.10578025687114109,0.20619321788873526,0.1363649743419088,-0.03188091516494751,0.21383988292546166,2.6226458431789847,0.9,0.1,False,55.788104377978016
20,79460,0.4223022796973125,0.2757388722876323,0.013839578181233284,0.043226844127030456,0.12207981026334101,0.033785494874713703,0.0005749999999995841,0.9835467490484007,0.8460945382347734,0.5786585834286155,0.035613952003584165,0.09766136857783625,0.20506847512008677,0.10072580478188817,-0.011205212213099003,0.16320466171283143,1.5986215523046001,0.9,0.1,False,56.15665908501251
21,83433,0.4209979776374615,0.27057580467713904,0.013513070429952357,0.042864114862088215,0.12633436962820566,0.03307612212935053,0.0004916040103219018,1.0345213334949221,0.8646727411346044,0.5951723112401358,0.0361390252319643,0.09665617033400438,0.204422560678187,0.11422157447946821,-0.014050218276679516,0.1817555621885978,1.7106037851212026,0.9,0.1,False,56.545838505990105
22,87406,0.415924829876966,0.27033906959662046,0.013266572086139341,0.04211383024220051,0.1218232796576672,0.03300346549259995,0.00041432592395888835,0.9460766028496437,0.8741538159570382,0.604199340145827,0.035123680567795315,0.09610588323543431,0.20375222630460474,0.12306968400905978,-0.014908852055668831,0.20699764473291465,1.7194526514331794,0.9,0.1,False,56.44666423101444
23,91379,0.41224018612624774,0.26576069548816095,0.0130393394324019,0.04202501462045105,0.12287604566588492,0.03288773292562627,0.000344012415796321,1.0298074935562909,0.9137644532613294,0.6360379465315544,0.037239308951289525,0.10571829901872487,0.20713147743849142,0.12772899281892228,-0.020306425169110298,0.1470489071391541,2.2619761574763,0.9,0.1,False,55.996990435989574
24,95352,0.4096411432580506,0.264274923531716,0.012939826446960886,0.041458235010800086,0.12201939614512178,0.03256194044833756,0.00028143385534373143,0.9413928684662096,0.8605922635718687,0.592756930037332,0.0350029861903419,0.09475858918569151,0.2042470582705361,0.11198568229715028,-0.008287421427667141,0.12523761128304656,1.4839276571259248,0.9,0.1,False,55.743674397002906
25,99325,0.41079680491290405,0.26206089319507014,0.012827278687643287,0.04142511987479921,0.12548414544276695,0.03240922341681595,0.00022727586640478004,0.9763867567235138,0.8631848856285144,0.5956416462892588,0.03461678717062917,0.09742673767288722,0.20345018703980386,0.11213988202442902,-0.01083164382725954,0.16796474229221023,1.5661205496952217,0.9,0.1,False,55.71411512902705
26,103298,0.40389614488217834,0.26036780982648894,0.012508130184905226,0.04101143139075763,0.12059176915667233,0.03214817445583617,0.00018213181523952984,1.0064530008821748,0.8540594195744398,0.5890573977828448,0.03497704622908888,0.095419704024072,0.20440343847144096,0.09627567856345988,-0.00683934148401022,0.12028901266092008,1.4078352420871976,0.9,0.1,False,56.103288679994876
27,107271,0.40323784066565294,0.25956208648695966,0.012567925606673762,0.040573659461843006,0.12087486134038002,0.03186752392307745,0.00014649630951960399,1.1192557992471848,0.8573495405483832,0.5918639091371277,0.03463563841493147,0.09416446811343343,0.2042705165750947,0.1017809006253588,-0.0067330594174563885,0.11228908033406364,1.4183097604330137,0.9,0.1,False,55.742024025996216
28,111244,0.40380323980647764,0.25819270676641853,0.012461870921439433,0.04023784042467084,0.1229554479674495,0.03182354496673346,0.00012075977930288466,0.9479372256028,0.876994528898453,0.6079013421409036,0.03528029423175325,0.09601181191680803,0.20345689528934524,0.11996594535371312,-0.010032661259174347,0.14925432654950352,1.5353119345879804,0.9,0.1,False,55.95331186798285
29,115217,0.399923625229859,0.2573182162409848,0.012229286505992618,0.04027105858884686,0.1201003527526856,0.031612883519082174,0.00010520419940014007,1.0021526086493395,0.8537988470146537,0.5876426671260692,0.034384050635381296,0.09546306542644688,0.20383294257304527,0.1063272301047276,-0.008979473263025284,0.14313594930314788,1.4792163835599839,0.9,0.1,False,55.94576477599912
30,119190,0.40119805600960157,0.2562991195852244,0.012299014349697074,0.040313895945016484,0.12234666340558006,0.031621444984434116,0.0001,0.9159544372232631,0.8553356284182254,0.5881049820594666,0.034837643405869284,0.09566880844012714,0.2039130690825668,0.10990777003206356,-0.009335707873106003,0.1493159574480941,1.4947025371902383,0.9,0.1,False,56.02213222999126
